category,product,month,year,price
uk-domestic-mill-prices,Old kls (cardboard),August,2004,45 - 48
uk-domestic-mill-prices,Old kls (cardboard),September,2004,45 - 48
uk-domestic-mill-prices,Old kls (cardboard),October,2004,45 - 48
uk-domestic-mill-prices,Old kls (cardboard),November,2004,45 - 48
uk-domestic-mill-prices,Old kls (cardboard),December,2004,45 - 48
uk-domestic-mill-prices,News and pams,January,2004,40 - 45
uk-domestic-mill-prices,News and pams,February,2004,40 - 45
uk-domestic-mill-prices,News and pams,March,2004,45 - 50
uk-domestic-mill-prices,News and pams,April,2004,45 - 50
uk-domestic-mill-prices,News and pams,May,2004,45 - 50
uk-domestic-mill-prices,News and pams,June,2004,45 - 50
uk-domestic-mill-prices,News and pams,July,2004,43 - 45
uk-domestic-mill-prices,News and pams,August,2004,43 - 45
uk-domestic-mill-prices,News and pams,September,2004,42 - 46
uk-domestic-mill-prices,News and pams,October,2004,44 - 48
uk-domestic-mill-prices,News and pams,November,2004,45 - 58
uk-domestic-mill-prices,News and pams,December,2004,45 - 58
uk-domestic-mill-prices,Over-issue news,January,2004,53 - 58
uk-domestic-mill-prices,Over-issue news,February,2004,53 - 55
uk-domestic-mill-prices,Over-issue news,March,2004,50 - 55
uk-domestic-mill-prices,Over-issue news,April,2004,52 - 55
uk-domestic-mill-prices,Over-issue news,May,2004,52 - 55
uk-domestic-mill-prices,Over-issue news,June,2004,52 - 55
uk-domestic-mill-prices,Over-issue news,July,2004,50 - 55
uk-domestic-mill-prices,Over-issue news,August,2004,50 - 55
uk-domestic-mill-prices,Over-issue news,September,2004,52 - 55
uk-domestic-mill-prices,Over-issue news,October,2004,52 - 55
uk-domestic-mill-prices,Over-issue news,November,2004,50 - 52
uk-domestic-mill-prices,Over-issue news,December,2004,50 - 54
uk-domestic-mill-prices,Sorted office waste,January,2004,60 - 68
uk-domestic-mill-prices,Sorted office waste,February,2004,60 - 69
uk-domestic-mill-prices,Sorted office waste,March,2004,65 - 68
uk-domestic-mill-prices,Sorted office waste,April,2004,65 - 68
uk-domestic-mill-prices,Sorted office waste,May,2004,62 - 68
uk-domestic-mill-prices,Sorted office waste,June,2004,59 - 65
uk-domestic-mill-prices,Sorted office waste,July,2004,59 - 65
uk-domestic-mill-prices,Sorted office waste,August,2004,59 - 63
uk-domestic-mill-prices,Sorted office waste,September,2004,59 - 63
uk-domestic-mill-prices,Sorted office waste,October,2004,59 - 63
uk-domestic-mill-prices,Sorted office waste,November,2004,63 - 67
uk-domestic-mill-prices,Sorted office waste,December,2004,63 - 65
uk-domestic-mill-prices,Coloured letter,January,2004,67 - 70
uk-domestic-mill-prices,Coloured letter,February,2004,67 - 70
uk-domestic-mill-prices,Coloured letter,March,2004,65 - 70
uk-domestic-mill-prices,Coloured letter,April,2004,65 - 70
uk-domestic-mill-prices,Coloured letter,May,2004,65 - 70
uk-domestic-mill-prices,Coloured letter,June,2004,62 - 67
uk-domestic-mill-prices,Coloured letter,July,2004,62 - 67
uk-domestic-mill-prices,Coloured letter,August,2004,62 - 67
uk-domestic-mill-prices,Coloured letter,September,2004,64 - 66
uk-domestic-mill-prices,Coloured letter,October,2004,64 - 66
uk-domestic-mill-prices,Coloured letter,November,2004,64 - 67
uk-domestic-mill-prices,Coloured letter,December,2004,65 - 68
uk-domestic-mill-prices,Coloured best pams,January,2004,65 - 67
uk-domestic-mill-prices,Coloured best pams,February,2004,65 - 67
uk-domestic-mill-prices,Coloured best pams,March,2004,65 - 67
uk-domestic-mill-prices,Coloured best pams,April,2004,65 - 67
uk-domestic-mill-prices,Coloured best pams,May,2004,63 - 68
uk-domestic-mill-prices,Coloured best pams,June,2004,60 - 65
uk-domestic-mill-prices,Coloured best pams,July,2004,60 - 65
uk-domestic-mill-prices,Coloured best pams,August,2004,60 - 65
uk-domestic-mill-prices,Coloured best pams,September,2004,60 - 65
uk-domestic-mill-prices,Coloured best pams,October,2004,60 - 65
uk-domestic-mill-prices,Coloured best pams,November,2004,64 - 69
uk-domestic-mill-prices,Coloured best pams,December,2004,64 - 69
uk-domestic-mill-prices,Light letter,January,2004,75 - 80
uk-domestic-mill-prices,Light letter,February,2004,75 - 80
uk-domestic-mill-prices,Light letter,March,2004,78 - 83
uk-domestic-mill-prices,Light letter,April,2004,79 - 83
uk-domestic-mill-prices,Light letter,May,2004,79 - 90
uk-domestic-mill-prices,Light letter,June,2004,79 - 90
uk-domestic-mill-prices,Light letter,July,2004,78 - 88
uk-domestic-mill-prices,Light letter,August,2004,78 - 88
uk-domestic-mill-prices,Light letter,September,2004,60 - 65
uk-domestic-mill-prices,Light letter,October,2004,60 - 65
uk-domestic-mill-prices,Light letter,November,2004,64 - 69
uk-domestic-mill-prices,Light letter,December,2004,64 - 69
uk-domestic-mill-prices,White letter,January,2004,125 - 135
uk-domestic-mill-prices,White letter,February,2004,120 - 125
uk-domestic-mill-prices,White letter,March,2004,120 - 125
uk-domestic-mill-prices,White letter,April,2004,125 - 130
uk-domestic-mill-prices,White letter,May,2004,120 - 130
uk-domestic-mill-prices,White letter,June,2004,115 - 125
uk-domestic-mill-prices,White letter,July,2004,115 - 123
uk-domestic-mill-prices,White letter,August,2004,115 - 127
uk-domestic-mill-prices,White letter,September,2004,120 - 125
uk-domestic-mill-prices,White letter,October,2004,120 - 125
uk-domestic-mill-prices,White letter,November,2004,120 - 125
uk-domestic-mill-prices,White letter,December,2004,120 - 125
uk-domestic-mill-prices,Computer paper,January,2004,135 - 145
uk-domestic-mill-prices,Computer paper,February,2004,135 - 145
uk-domestic-mill-prices,Computer paper,March,2004,138 - 142
uk-domestic-mill-prices,Computer paper,April,2004,138 - 142
uk-domestic-mill-prices,Computer paper,May,2004,135 - 140
uk-domestic-mill-prices,Computer paper,June,2004,130 - 140
uk-domestic-mill-prices,Computer paper,July,2004,130 - 140
uk-domestic-mill-prices,Computer paper,August,2004,130 - 140
uk-domestic-mill-prices,Computer paper,September,2004,130 - 140
uk-domestic-mill-prices,Computer paper,October,2004,130 - 140
uk-domestic-mill-prices,Computer paper,November,2004,130 - 140
uk-domestic-mill-prices,Computer paper,December,2004,130 - 140
uk-domestic-mill-prices,Mixed papers,January,2005,25 - 28
uk-domestic-mill-prices,Mixed papers,February,2005,22 - 26
uk-domestic-mill-prices,Mixed papers,March,2005,22 - 26
uk-domestic-mill-prices,Mixed papers,April,2005,24 - 26
uk-domestic-mill-prices,Mixed papers,May,2005,24 - 26
uk-domestic-mill-prices,Mixed papers,June,2005,25 - 27
uk-domestic-mill-prices,Mixed papers,July,2005,25 - 27
uk-domestic-mill-prices,Mixed papers,August,2005,25 - 27
uk-domestic-mill-prices,Mixed papers,September,2005,25 - 27
uk-domestic-mill-prices,Mixed papers,October,2005,25 - 27
uk-domestic-mill-prices,Mixed papers,November,2005,25 - 27
uk-domestic-mill-prices,Mixed papers,December,2005,25 - 27
uk-domestic-mill-prices,Old kls (cardboard),January,2005,39 - 41
uk-domestic-mill-prices,Old kls (cardboard),February,2005,40 - 45
uk-domestic-mill-prices,Old kls (cardboard),March,2005,40 - 45
uk-domestic-mill-prices,Old kls (cardboard),April,2005,45 - 50
uk-domestic-mill-prices,Old kls (cardboard),May,2005,45 - 50
uk-domestic-mill-prices,Old kls (cardboard),June,2005,44 - 46
uk-domestic-mill-prices,Old kls (cardboard),July,2005,44 - 46
uk-domestic-mill-prices,Old kls (cardboard),August,2005,44 - 46
uk-domestic-mill-prices,Old kls (cardboard),September,2005,44 - 46
uk-domestic-mill-prices,Old kls (cardboard),October,2005,45 - 50
uk-domestic-mill-prices,Old kls (cardboard),November,2005,45 - 50
uk-domestic-mill-prices,Old kls (cardboard),December,2005,45 - 50
uk-domestic-mill-prices,News and pams,January,2005,44 - 46
uk-domestic-mill-prices,News and pams,February,2005,44 - 46
uk-domestic-mill-prices,News and pams,March,2005,44 - 46
uk-domestic-mill-prices,News and pams,April,2005,44 - 46
uk-domestic-mill-prices,News and pams,May,2005,44 - 46
uk-domestic-mill-prices,News and pams,June,2005,44 - 46
uk-domestic-mill-prices,News and pams,July,2005,44 - 46
uk-domestic-mill-prices,News and pams,August,2005,44 - 46
uk-domestic-mill-prices,News and pams,September,2005,44 - 46
uk-domestic-mill-prices,News and pams,October,2005,44 - 46
uk-domestic-mill-prices,News and pams,November,2005,45 - 48
uk-domestic-mill-prices,News and pams,December,2005,45 - 48
uk-domestic-mill-prices,Over-issue news,January,2005,50 - 52
uk-domestic-mill-prices,Over-issue news,February,2005,50 - 52
uk-domestic-mill-prices,Over-issue news,March,2005,50 - 52
uk-domestic-mill-prices,Over-issue news,April,2005,50 - 52
uk-domestic-mill-prices,Over-issue news,May,2005,50 - 52
uk-domestic-mill-prices,Over-issue news,June,2005,50 - 53
uk-domestic-mill-prices,Over-issue news,July,2005,50 - 53
uk-domestic-mill-prices,Over-issue news,August,2005,50 - 55
uk-domestic-mill-prices,Over-issue news,September,2005,50 - 55
uk-domestic-mill-prices,Over-issue news,October,2005,50 - 55
uk-domestic-mill-prices,Over-issue news,November,2005,50 - 55
uk-domestic-mill-prices,Over-issue news,December,2005,50 - 55
uk-domestic-mill-prices,Sorted office waste,January,2005,63 - 65
uk-domestic-mill-prices,Sorted office waste,February,2005,63 - 65
uk-domestic-mill-prices,Sorted office waste,March,2005,64 - 66
uk-domestic-mill-prices,Sorted office waste,April,2005,64 - 66
uk-domestic-mill-prices,Sorted office waste,May,2005,64 - 66
uk-domestic-mill-prices,Sorted office waste,June,2005,64 - 66
uk-domestic-mill-prices,Sorted office waste,July,2005,62 - 66
uk-domestic-mill-prices,Sorted office waste,August,2005,62 - 66
uk-domestic-mill-prices,Sorted office waste,September,2005,66 - 68
uk-domestic-mill-prices,Sorted office waste,October,2005,66 - 68
uk-domestic-mill-prices,Sorted office waste,November,2005,67 - 68
uk-domestic-mill-prices,Sorted office waste,December,2005,67 - 68
uk-domestic-mill-prices,Coloured letter,January,2005,65 - 68
uk-domestic-mill-prices,Coloured letter,February,2005,65 - 68
uk-domestic-mill-prices,Coloured letter,March,2005,65 - 68
uk-domestic-mill-prices,Coloured letter,April,2005,65 - 68
uk-domestic-mill-prices,Coloured letter,May,2005,65 - 68
uk-domestic-mill-prices,Coloured letter,June,2005,65 - 68
uk-domestic-mill-prices,Coloured letter,July,2005,65 - 68
uk-domestic-mill-prices,Coloured letter,August,2005,65 - 68
uk-domestic-mill-prices,Coloured letter,September,2005,65 - 68
uk-domestic-mill-prices,Coloured letter,October,2005,72 - 74
uk-domestic-mill-prices,Coloured letter,November,2005,71 - 74
uk-domestic-mill-prices,Coloured letter,December,2005,71 - 74
uk-domestic-mill-prices,Coloured best pams,January,2005,64 - 69
uk-domestic-mill-prices,Coloured best pams,February,2005,64 - 69
uk-domestic-mill-prices,Coloured best pams,March,2005,64 - 69
uk-domestic-mill-prices,Coloured best pams,April,2005,64 - 69
uk-domestic-mill-prices,Coloured best pams,May,2005,64 - 69
uk-domestic-mill-prices,Coloured best pams,June,2005,64 - 69
uk-domestic-mill-prices,Coloured best pams,July,2005,64 - 69
uk-domestic-mill-prices,Coloured best pams,August,2005,62 - 68
uk-domestic-mill-prices,Coloured best pams,September,2005,62 - 68
uk-domestic-mill-prices,Coloured best pams,October,2005,68 - 73
uk-domestic-mill-prices,Coloured best pams,November,2005,70 - 72
uk-domestic-mill-prices,Coloured best pams,December,2005,70 - 72
uk-domestic-mill-prices,Light letter,January,2005,82 - 87
uk-domestic-mill-prices,Light letter,February,2005,82 - 87
uk-domestic-mill-prices,Light letter,March,2005,82 - 87
uk-domestic-mill-prices,Light letter,April,2005,82 - 87
uk-domestic-mill-prices,Light letter,May,2005,82 - 87
uk-domestic-mill-prices,Light letter,June,2005,83 - 87
uk-domestic-mill-prices,Light letter,July,2005,83 - 87
uk-domestic-mill-prices,Light letter,August,2005,83 - 87
uk-domestic-mill-prices,Light letter,September,2005,83 - 87
uk-domestic-mill-prices,Light letter,October,2005,83 - 87
uk-domestic-mill-prices,Light letter,November,2005,85 - 87
uk-domestic-mill-prices,Light letter,December,2005,85 - 87
uk-domestic-mill-prices,White letter,January,2005,120 - 125
uk-domestic-mill-prices,White letter,February,2005,120 - 125
uk-domestic-mill-prices,White letter,March,2005,120 - 125
uk-domestic-mill-prices,White letter,April,2005,120 - 125
uk-domestic-mill-prices,White letter,May,2005,120 - 125
uk-domestic-mill-prices,White letter,June,2005,120 - 125
uk-domestic-mill-prices,White letter,July,2005,120 - 125
uk-domestic-mill-prices,White letter,August,2005,120 - 125
uk-domestic-mill-prices,White letter,September,2005,120 - 125
uk-domestic-mill-prices,White letter,October,2005,120 - 125
uk-domestic-mill-prices,White letter,November,2005,120 - 125
uk-domestic-mill-prices,White letter,December,2005,120 - 125
uk-domestic-mill-prices,Computer paper,January,2005,130 - 140
uk-domestic-mill-prices,Computer paper,February,2005,30 - 140
uk-domestic-mill-prices,Computer paper,March,2005,30 - 140
uk-domestic-mill-prices,Computer paper,April,2005,30 - 140
uk-domestic-mill-prices,Computer paper,May,2005,30 - 140
uk-domestic-mill-prices,Computer paper,June,2005,135 - 140
uk-domestic-mill-prices,Computer paper,July,2005,135 - 140
uk-domestic-mill-prices,Computer paper,August,2005,135 - 140
uk-domestic-mill-prices,Computer paper,September,2005,135 - 140
uk-domestic-mill-prices,Computer paper,October,2005,135 - 140
uk-domestic-mill-prices,Computer paper,November,2005,135 - 140
uk-domestic-mill-prices,Computer paper,December,2005,135 - 140
uk-domestic-mill-prices,Mixed papers,January,2006,25 - 26
uk-domestic-mill-prices,Mixed papers,February,2006,25 - 26
uk-domestic-mill-prices,Mixed papers,March,2006,25 - 26
uk-domestic-mill-prices,Mixed papers,April,2006,25 - 26
uk-domestic-mill-prices,Mixed papers,May,2006,30 - 32
uk-domestic-mill-prices,Mixed papers,June,2006,27 - 33
uk-domestic-mill-prices,Mixed papers,July,2006,27 - 33
uk-domestic-mill-prices,Mixed papers,August,2006,27 - 33
uk-domestic-mill-prices,Mixed papers,September,2006,28 - 32
uk-domestic-mill-prices,Mixed papers,October,2006,28 - 32
uk-domestic-mill-prices,Mixed papers,November,2006,28 - 32
uk-domestic-mill-prices,Mixed papers,December,2006,28 - 32
uk-domestic-mill-prices,Old kls (cardboard),January,2006,45 - 48
uk-domestic-mill-prices,Old kls (cardboard),February,2006,45 - 48
uk-domestic-mill-prices,Old kls (cardboard),March,2006,45 - 46
uk-domestic-mill-prices,Old kls (cardboard),April,2006,45 - 46
uk-domestic-mill-prices,Old kls (cardboard),May,2006,50 - 59
uk-domestic-mill-prices,Old kls (cardboard),June,2006,53 - 56
uk-domestic-mill-prices,Old kls (cardboard),July,2006,53 - 56
uk-domestic-mill-prices,Old kls (cardboard),August,2006,50 - 54
uk-domestic-mill-prices,Old kls (cardboard),September,2006,52 - 55
uk-domestic-mill-prices,Old kls (cardboard),October,2006,45 - 48
uk-domestic-mill-prices,Old kls (cardboard),November,2006,45 - 48
uk-domestic-mill-prices,Old kls (cardboard),December,2006,45 - 48
uk-domestic-mill-prices,News and pams,January,2006,45 - 47
uk-domestic-mill-prices,News and pams,February,2006,45 - 47
uk-domestic-mill-prices,News and pams,March,2006,45 - 47
uk-domestic-mill-prices,News and pams,April,2006,45 - 46
uk-domestic-mill-prices,News and pams,May,2006,45 - 46
uk-domestic-mill-prices,News and pams,June,2006,45 - 46
uk-domestic-mill-prices,News and pams,July,2006,45 - 46
uk-domestic-mill-prices,News and pams,August,2006,46 - 47
uk-domestic-mill-prices,News and pams,September,2006,46 - 47
uk-domestic-mill-prices,News and pams,October,2006,45 - 47
uk-domestic-mill-prices,News and pams,November,2006,45 - 47
uk-domestic-mill-prices,News and pams,December,2006,45 - 47
uk-domestic-mill-prices,Over-issue news,January,2006,53 - 55
uk-domestic-mill-prices,Over-issue news,February,2006,53 - 55
uk-domestic-mill-prices,Over-issue news,March,2006,53 - 55
uk-domestic-mill-prices,Over-issue news,April,2006,54 - 55
uk-domestic-mill-prices,Over-issue news,May,2006,54 - 55
uk-domestic-mill-prices,Over-issue news,June,2006,54 - 55
uk-domestic-mill-prices,Over-issue news,July,2006,54 - 57
uk-domestic-mill-prices,Over-issue news,August,2006,54 - 57
uk-domestic-mill-prices,Over-issue news,September,2006,54 - 57
uk-domestic-mill-prices,Over-issue news,October,2006,54 - 56
uk-domestic-mill-prices,Over-issue news,November,2006,54 - 56
uk-domestic-mill-prices,Over-issue news,December,2006,54 - 56
uk-domestic-mill-prices,Sorted office waste,January,2006,68 - 69
uk-domestic-mill-prices,Sorted office waste,February,2006,65 - 67
uk-domestic-mill-prices,Sorted office waste,March,2006,63 - 66
uk-domestic-mill-prices,Sorted office waste,April,2006,63 - 66
uk-domestic-mill-prices,Sorted office waste,May,2006,63 - 66
uk-domestic-mill-prices,Sorted office waste,June,2006,66 - 68
